一级分类,二级分类,品名,最低价,最高价,平均价,单位,产地,规格,日期
肉禽蛋,禽蛋类,鸭腿,4.5,5.0,4.75,斤,,,2026-08-25
肉禽蛋,禽蛋类,鸭胗,12.0,14.0,13.0,斤,,,2026-08-25
肉禽蛋,禽蛋类,鸭脖子,7.0,7.5,7.25,斤,,去皮,2026-08-25
肉禽蛋,禽蛋类,白条乳鸽,20.0,23.0,21.5,只,,,2026-08-25
肉禽蛋,禽蛋类,白条兔,14.0,15.0,14.5,斤,,冻,2026-08-25
肉禽蛋,禽蛋类,筐鸡蛋,245.0,248.0,246.5,筐,,净44斤,2026-08-25
肉禽蛋,禽蛋类,筐鸡蛋,5.57,5.64,5.61,斤,,,2026-08-25
肉禽蛋,禽蛋类,箱鸡蛋,258.0,263.0,260.5,箱,,带蛋托净42斤,2026-08-25
肉禽蛋,禽蛋类,散鸡蛋,6.0,6.2,6.1,斤,,,2026-08-25
肉禽蛋,禽蛋类,生鸭蛋,6.5,7.0,6.75,斤,,,2026-08-25
肉禽蛋,禽蛋类,熟鸭蛋,7.5,8.5,8.0,斤,,,2026-08-25
肉禽蛋,禽蛋类,松花蛋,7.3,8.5,7.9,斤,,,2026-08-25
肉禽蛋,禽蛋类,鹅蛋,16.0,17.0,16.5,斤,,,2026-08-25
肉禽蛋,禽蛋类,鹌鹑蛋,5.7,7.0,6.35,斤,,,2026-08-25
肉禽蛋,禽蛋类,柴鸡蛋,5.64,9.0,7.32,斤,,,2026-08-25
肉禽蛋,禽蛋类,乌鸡蛋,7.2,8.0,7.6,斤,,,2026-08-25
肉禽蛋,禽蛋类,变蛋,0.75,1.0,0.88,个,,,2026-08-25
肉禽蛋,禽蛋类,鸵鸟蛋,65.0,65.0,65.0,个,,,2026-08-25
肉禽蛋,禽蛋类,鸽子蛋,2.7,2.8,2.75,个,,,2026-08-25
肉禽蛋,禽蛋类,活珠子,1.3,1.5,1.4,个,,,2026-08-25
肉禽蛋,禽蛋类,山鸡蛋,1.0,1.0,1.0,个,,,2026-08-25
肉禽蛋,禽蛋类,淘汰鸡,11.0,12.0,11.5,斤,,干净膛,2026-08-24
肉禽蛋,禽蛋类,淘汰鸡,10.0,10.5,10.25,斤,,净膛,2026-08-24
肉禽蛋,禽蛋类,仔鸡,6.5,6.5,6.5,斤,,净膛,2026-08-24
肉禽蛋,禽蛋类,肉鸡,6.5,6.5,6.5,斤,,,2026-08-24
肉禽蛋,禽蛋类,鸡胸,6.5,6.5,6.5,斤,,,2026-08-24
肉禽蛋,禽蛋类,鸡翅,11.0,12.0,11.5,斤,,,2026-08-24
肉禽蛋,禽蛋类,鸡翅尖,7.0,7.5,7.25,斤,,,2026-08-24
肉禽蛋,禽蛋类,鸡翅中,24.0,24.0,24.0,斤,,,2026-08-24
肉禽蛋,禽蛋类,鸡翅根,6.5,6.5,6.5,斤,,,2026-08-24
肉禽蛋,禽蛋类,鸡边腿,5.8,6.0,5.9,斤,,,2026-08-24
肉禽蛋,禽蛋类,鸡排腿,6.5,6.5,6.5,斤,,,2026-08-24
肉禽蛋,禽蛋类,鸡琵琶腿,6.5,6.5,6.5,斤,,,2026-08-24
肉禽蛋,禽蛋类,鸡胗,11.0,13.0,12.0,斤,,,2026-08-24
肉禽蛋,禽蛋类,鸡爪,17.0,17.0,17.0,斤,,,2026-08-24
肉禽蛋,禽蛋类,鸡心,5.0,5.0,5.0,斤,,,2026-08-24
肉禽蛋,禽蛋类,鸡肝,2.5,2.5,2.5,斤,,,2026-08-24
肉禽蛋,禽蛋类,鸡脖子,5.0,5.0,5.0,斤,,去皮,2026-08-24
肉禽蛋,禽蛋类,鸡头,2.5,3.5,3.0,斤,,,2026-08-24
肉禽蛋,禽蛋类,鸡油,5.0,5.0,5.0,斤,,,2026-08-24
肉禽蛋,禽蛋类,鸡架子,3.0,3.5,3.25,斤,,,2026-08-24
肉禽蛋,禽蛋类,白条乌鸡,11.0,11.0,11.0,斤,,净膛,2026-08-24
肉禽蛋,禽蛋类,黑爪公鸡,10.0,11.0,10.5,斤,,净膛,2026-08-24
肉禽蛋,禽蛋类,白条鹅,10.0,11.0,10.5,斤,,净膛,2026-08-24
肉禽蛋,禽蛋类,白条湖鸭,7.0,7.0,7.0,斤,,,2026-08-24
肉禽蛋,禽蛋类,鸭肠,6.5,7.5,7.0,斤,,,2026-08-24
肉禽蛋,禽蛋类,鸭肝,2.5,3.0,2.75,斤,,,2026-08-24
肉禽蛋,禽蛋类,鸭头,12.0,13.0,12.5,斤,,,2026-08-24
肉禽蛋,禽蛋类,鸭心,5.0,5.0,5.0,斤,,,2026-08-24
肉禽蛋,禽蛋类,鸭腿,4.5,5.0,4.75,斤,,,2026-08-24
肉禽蛋,禽蛋类,鸭胗,12.0,14.0,13.0,斤,,,2026-08-24
肉禽蛋,禽蛋类,鸭脖子,7.0,7.5,7.25,斤,,去皮,2026-08-24
肉禽蛋,禽蛋类,白条乳鸽,20.0,23.0,21.5,只,,,2026-08-24
肉禽蛋,禽蛋类,白条兔,14.0,15.0,14.5,斤,,冻,2026-08-24
肉禽蛋,禽蛋类,筐鸡蛋,240.0,245.0,242.5,筐,,净44斤,2026-08-24
肉禽蛋,禽蛋类,筐鸡蛋,5.45,5.57,5.51,斤,,,2026-08-24
肉禽蛋,禽蛋类,箱鸡蛋,255.0,260.0,257.5,箱,,带蛋托净42斤,2026-08-24
肉禽蛋,禽蛋类,散鸡蛋,6.0,6.0,6.0,斤,,,2026-08-24
肉禽蛋,禽蛋类,生鸭蛋,6.5,7.0,6.75,斤,,,2026-08-24
肉禽蛋,禽蛋类,熟鸭蛋,7.5,8.5,8.0,斤,,,2026-08-24
肉禽蛋,禽蛋类,松花蛋,7.3,8.5,7.9,斤,,,2026-08-24
肉禽蛋,禽蛋类,鹅蛋,16.0,17.0,16.5,斤,,,2026-08-24
肉禽蛋,禽蛋类,鹌鹑蛋,5.7,7.0,6.35,斤,,,2026-08-24
肉禽蛋,禽蛋类,柴鸡蛋,5.57,9.0,7.29,斤,,,2026-08-24
肉禽蛋,禽蛋类,乌鸡蛋,7.2,8.0,7.6,斤,,,2026-08-24
肉禽蛋,禽蛋类,变蛋,0.75,1.0,0.88,个,,,2026-08-24
肉禽蛋,禽蛋类,鸵鸟蛋,65.0,65.0,65.0,个,,,2026-08-24
肉禽蛋,禽蛋类,鸽子蛋,2.7,2.8,2.75,个,,,2026-08-24
肉禽蛋,禽蛋类,活珠子,1.3,1.5,1.4,个,,,2026-08-24
肉禽蛋,禽蛋类,山鸡蛋,1.0,1.0,1.0,个,,,2026-08-24
肉禽蛋,禽蛋类,淘汰鸡,11.0,12.0,11.5,斤,,干净膛,2026-08-23
肉禽蛋,禽蛋类,淘汰鸡,10.0,10.5,10.25,斤,,净膛,2026-08-23
肉禽蛋,禽蛋类,仔鸡,6.5,6.5,6.5,斤,,净膛,2026-08-23
肉禽蛋,禽蛋类,肉鸡,6.5,6.5,6.5,斤,,,2026-08-23
肉禽蛋,禽蛋类,鸡胸,6.5,6.5,6.5,斤,,,2026-08-23
肉禽蛋,禽蛋类,鸡翅,11.0,12.0,11.5,斤,,,2026-08-23
肉禽蛋,禽蛋类,鸡翅尖,7.0,7.5,7.25,斤,,,2026-08-23
肉禽蛋,禽蛋类,鸡翅中,24.0,24.0,24.0,斤,,,2026-08-23
肉禽蛋,禽蛋类,鸡翅根,6.5,6.5,6.5,斤,,,2026-08-23
肉禽蛋,禽蛋类,鸡边腿,5.8,6.0,5.9,斤,,,2026-08-23
肉禽蛋,禽蛋类,鸡排腿,6.5,6.5,6.5,斤,,,2026-08-23
肉禽蛋,禽蛋类,鸡琵琶腿,6.5,6.5,6.5,斤,,,2026-08-23
肉禽蛋,禽蛋类,鸡胗,11.0,13.0,12.0,斤,,,2026-08-23
肉禽蛋,禽蛋类,鸡爪,17.0,17.0,17.0,斤,,,2026-08-23
肉禽蛋,禽蛋类,鸡心,5.0,5.0,5.0,斤,,,2026-08-23
肉禽蛋,禽蛋类,鸡肝,2.5,2.5,2.5,斤,,,2026-08-23
肉禽蛋,禽蛋类,鸡脖子,5.0,5.0,5.0,斤,,去皮,2026-08-23
肉禽蛋,禽蛋类,鸡头,2.5,3.5,3.0,斤,,,2026-08-23
肉禽蛋,禽蛋类,鸡油,5.0,5.0,5.0,斤,,,2026-08-23
肉禽蛋,禽蛋类,鸡架子,3.0,3.5,3.25,斤,,,2026-08-23
肉禽蛋,禽蛋类,白条乌鸡,11.0,11.0,11.0,斤,,净膛,2026-08-23
肉禽蛋,禽蛋类,黑爪公鸡,10.0,11.0,10.5,斤,,净膛,2026-08-23
肉禽蛋,禽蛋类,白条鹅,10.0,11.0,10.5,斤,,净膛,2026-08-23
肉禽蛋,禽蛋类,白条湖鸭,7.0,7.0,7.0,斤,,,2026-08-23
肉禽蛋,禽蛋类,鸭肠,6.5,7.5,7.0,斤,,,2026-08-23
肉禽蛋,禽蛋类,鸭肝,2.5,3.0,2.75,斤,,,2026-08-23
肉禽蛋,禽蛋类,鸭头,12.0,13.0,12.5,斤,,,2026-08-23
肉禽蛋,禽蛋类,鸭心,5.0,5.0,5.0,斤,,,2026-08-23
肉禽蛋,禽蛋类,鸭腿,4.5,5.0,4.75,斤,,,2026-08-23
肉禽蛋,禽蛋类,鸭胗,12.0,14.0,13.0,斤,,,2026-08-23
肉禽蛋,禽蛋类,鸭脖子,7.0,7.5,7.25,斤,,去皮,2026-08-23
肉禽蛋,禽蛋类,白条乳鸽,20.0,23.0,21.5,只,,,2026-08-23
肉禽蛋,禽蛋类,白条兔,14.0,15.0,14.5,斤,,冻,2026-08-23
肉禽蛋,禽蛋类,筐鸡蛋,240.0,245.0,242.5,筐,,净44斤,2026-08-23
肉禽蛋,禽蛋类,筐鸡蛋,5.45,5.57,5.51,斤,,,2026-08-23
肉禽蛋,禽蛋类,箱鸡蛋,255.0,260.0,257.5,箱,,带蛋托净42斤,2026-08-23
肉禽蛋,禽蛋类,散鸡蛋,6.0,6.0,6.0,斤,,,2026-08-23
肉禽蛋,禽蛋类,生鸭蛋,6.5,7.0,6.75,斤,,,2026-08-23
肉禽蛋,禽蛋类,熟鸭蛋,7.5,8.5,8.0,斤,,,2026-08-23
肉禽蛋,禽蛋类,松花蛋,7.2,8.5,7.85,斤,,,2026-08-23
肉禽蛋,禽蛋类,鹅蛋,15.5,16.0,15.75,斤,,,2026-08-23
肉禽蛋,禽蛋类,鹌鹑蛋,5.5,7.0,6.25,斤,,,2026-08-23
肉禽蛋,禽蛋类,柴鸡蛋,5.57,9.0,7.29,斤,,,2026-08-23
肉禽蛋,禽蛋类,乌鸡蛋,7.2,8.0,7.6,斤,,,2026-08-23
肉禽蛋,禽蛋类,变蛋,0.75,1.0,0.88,个,,,2026-08-23
肉禽蛋,禽蛋类,鸵鸟蛋,65.0,65.0,65.0,个,,,2026-08-23
肉禽蛋,禽蛋类,鸽子蛋,2.4,2.5,2.45,个,,,2026-08-23
肉禽蛋,禽蛋类,活珠子,1.3,1.5,1.4,个,,,2026-08-23
肉禽蛋,禽蛋类,山鸡蛋,1.0,1.0,1.0,个,,,2026-08-23
肉禽蛋,禽蛋类,淘汰鸡,11.0,12.0,11.5,斤,,干净膛,2026-08-22
肉禽蛋,禽蛋类,淘汰鸡,10.0,10.5,10.25,斤,,净膛,2026-08-22
肉禽蛋,禽蛋类,仔鸡,6.5,6.5,6.5,斤,,净膛,2026-08-22
肉禽蛋,禽蛋类,肉鸡,6.5,6.5,6.5,斤,,,2026-08-22
肉禽蛋,禽蛋类,鸡胸,6.5,6.5,6.5,斤,,,2026-08-22
肉禽蛋,禽蛋类,鸡翅,11.0,12.0,11.5,斤,,,2026-08-22
肉禽蛋,禽蛋类,鸡翅尖,7.0,7.5,7.25,斤,,,2026-08-22
肉禽蛋,禽蛋类,鸡翅中,24.0,24.0,24.0,斤,,,2026-08-22
肉禽蛋,禽蛋类,鸡翅根,6.5,6.5,6.5,斤,,,2026-08-22
肉禽蛋,禽蛋类,鸡边腿,5.8,6.0,5.9,斤,,,2026-08-22
肉禽蛋,禽蛋类,鸡排腿,6.5,6.5,6.5,斤,,,2026-08-22
肉禽蛋,禽蛋类,鸡琵琶腿,6.5,6.5,6.5,斤,,,2026-08-22
肉禽蛋,禽蛋类,鸡胗,11.0,13.0,12.0,斤,,,2026-08-22
肉禽蛋,禽蛋类,鸡爪,17.0,17.0,17.0,斤,,,2026-08-22
肉禽蛋,禽蛋类,鸡心,5.0,5.0,5.0,斤,,,2026-08-22
肉禽蛋,禽蛋类,鸡肝,2.5,2.5,2.5,斤,,,2026-08-22
肉禽蛋,禽蛋类,鸡脖子,5.0,5.0,5.0,斤,,去皮,2026-08-22
肉禽蛋,禽蛋类,鸡头,2.5,3.5,3.0,斤,,,2026-08-22
肉禽蛋,禽蛋类,鸡油,5.0,5.0,5.0,斤,,,2026-08-22
肉禽蛋,禽蛋类,鸡架子,3.0,3.5,3.25,斤,,,2026-08-22
肉禽蛋,禽蛋类,白条乌鸡,11.0,11.0,11.0,斤,,净膛,2026-08-22
肉禽蛋,禽蛋类,黑爪公鸡,10.0,11.0,10.5,斤,,净膛,2026-08-22
肉禽蛋,禽蛋类,白条鹅,10.0,11.0,10.5,斤,,净膛,2026-08-22
肉禽蛋,禽蛋类,白条湖鸭,7.0,7.0,7.0,斤,,,2026-08-22
肉禽蛋,禽蛋类,鸭肠,6.5,7.5,7.0,斤,,,2026-08-22
肉禽蛋,禽蛋类,鸭肝,2.5,3.0,2.75,斤,,,2026-08-22
肉禽蛋,禽蛋类,鸭头,12.0,13.0,12.5,斤,,,2026-08-22
肉禽蛋,禽蛋类,鸭心,5.0,5.0,5.0,斤,,,2026-08-22
肉禽蛋,禽蛋类,鸭腿,4.5,5.0,4.75,斤,,,2026-08-22
肉禽蛋,禽蛋类,鸭胗,12.0,14.0,13.0,斤,,,2026-08-22
肉禽蛋,禽蛋类,鸭脖子,7.0,7.5,7.25,斤,,去皮,2026-08-22
肉禽蛋,禽蛋类,白条乳鸽,20.0,23.0,21.5,只,,,2026-08-22
肉禽蛋,禽蛋类,白条兔,14.0,15.0,14.5,斤,,冻,2026-08-22
肉禽蛋,禽蛋类,筐鸡蛋,240.0,245.0,242.5,筐,,净44斤,2026-08-22
肉禽蛋,禽蛋类,筐鸡蛋,5.45,5.57,5.51,斤,,,2026-08-22
肉禽蛋,禽蛋类,箱鸡蛋,255.0,260.0,257.5,箱,,带蛋托净42斤,2026-08-22
肉禽蛋,禽蛋类,散鸡蛋,6.0,6.0,6.0,斤,,,2026-08-22
肉禽蛋,禽蛋类,生鸭蛋,6.5,7.0,6.75,斤,,,2026-08-22
肉禽蛋,禽蛋类,熟鸭蛋,7.5,8.5,8.0,斤,,,2026-08-22
肉禽蛋,禽蛋类,松花蛋,7.2,8.5,7.85,斤,,,2026-08-22
肉禽蛋,禽蛋类,鹅蛋,15.5,16.0,15.75,斤,,,2026-08-22
肉禽蛋,禽蛋类,鹌鹑蛋,5.5,7.0,6.25,斤,,,2026-08-22
肉禽蛋,禽蛋类,柴鸡蛋,5.57,9.0,7.29,斤,,,2026-08-22
肉禽蛋,禽蛋类,乌鸡蛋,7.2,8.0,7.6,斤,,,2026-08-22
肉禽蛋,禽蛋类,变蛋,0.75,1.0,0.88,个,,,2026-08-22
肉禽蛋,禽蛋类,鸵鸟蛋,65.0,65.0,65.0,个,,,2026-08-22
肉禽蛋,禽蛋类,鸽子蛋,2.4,2.5,2.45,个,,,2026-08-22
肉禽蛋,禽蛋类,活珠子,1.3,1.5,1.4,个,,,2026-08-22
肉禽蛋,禽蛋类,山鸡蛋,1.0,1.0,1.0,个,,,2026-08-22
肉禽蛋,禽蛋类,淘汰鸡,11.0,12.0,11.5,斤,,干净膛,2026-08-21
肉禽蛋,禽蛋类,淘汰鸡,10.0,10.5,10.25,斤,,净膛,2026-08-21
肉禽蛋,禽蛋类,仔鸡,6.5,6.5,6.5,斤,,净膛,2026-08-21
肉禽蛋,禽蛋类,肉鸡,6.5,6.5,6.5,斤,,,2026-08-21
肉禽蛋,禽蛋类,鸡胸,6.5,6.5,6.5,斤,,,2026-08-21
肉禽蛋,禽蛋类,鸡翅,11.0,12.0,11.5,斤,,,2026-08-21
肉禽蛋,禽蛋类,鸡翅尖,7.0,7.5,7.25,斤,,,2026-08-21
肉禽蛋,禽蛋类,鸡翅中,24.0,24.0,24.0,斤,,,2026-08-21
肉禽蛋,禽蛋类,鸡翅根,6.5,6.5,6.5,斤,,,2026-08-21
肉禽蛋,禽蛋类,鸡边腿,5.8,6.0,5.9,斤,,,2026-08-21
肉禽蛋,禽蛋类,鸡排腿,6.5,6.5,6.5,斤,,,2026-08-21
肉禽蛋,禽蛋类,鸡琵琶腿,6.5,6.5,6.5,斤,,,2026-08-21
肉禽蛋,禽蛋类,鸡胗,11.0,13.0,12.0,斤,,,2026-08-21
肉禽蛋,禽蛋类,鸡爪,17.0,17.0,17.0,斤,,,2026-08-21
肉禽蛋,禽蛋类,鸡心,5.0,5.0,5.0,斤,,,2026-08-21
肉禽蛋,禽蛋类,鸡肝,2.5,2.5,2.5,斤,,,2026-08-21
肉禽蛋,禽蛋类,鸡脖子,5.0,5.0,5.0,斤,,去皮,2026-08-21
肉禽蛋,禽蛋类,鸡头,2.5,3.5,3.0,斤,,,2026-08-21
肉禽蛋,禽蛋类,鸡油,5.0,5.0,5.0,斤,,,2026-08-21
肉禽蛋,禽蛋类,鸡架子,3.0,3.5,3.25,斤,,,2026-08-21
肉禽蛋,禽蛋类,白条乌鸡,11.0,11.0,11.0,斤,,净膛,2026-08-21
肉禽蛋,禽蛋类,黑爪公鸡,10.0,11.0,10.5,斤,,净膛,2026-08-21
肉禽蛋,禽蛋类,白条鹅,10.0,11.0,10.5,斤,,净膛,2026-08-21
肉禽蛋,禽蛋类,白条湖鸭,7.0,7.0,7.0,斤,,,2026-08-21
肉禽蛋,禽蛋类,鸭肠,6.5,7.5,7.0,斤,,,2026-08-21
肉禽蛋,禽蛋类,鸭肝,2.5,3.0,2.75,斤,,,2026-08-21
肉禽蛋,禽蛋类,鸭头,12.0,13.0,12.5,斤,,,2026-08-21
肉禽蛋,禽蛋类,鸭心,5.0,5.0,5.0,斤,,,2026-08-21
肉禽蛋,禽蛋类,鸭腿,4.5,5.0,4.75,斤,,,2026-08-21
肉禽蛋,禽蛋类,鸭胗,12.0,14.0,13.0,斤,,,2026-08-21
肉禽蛋,禽蛋类,鸭脖子,7.0,7.5,7.25,斤,,去皮,2026-08-21
肉禽蛋,禽蛋类,白条乳鸽,20.0,23.0,21.5,只,,,2026-08-21
肉禽蛋,禽蛋类,白条兔,14.0,15.0,14.5,斤,,冻,2026-08-21
肉禽蛋,禽蛋类,筐鸡蛋,240.0,245.0,242.5,筐,,净44斤,2026-08-21
肉禽蛋,禽蛋类,筐鸡蛋,5.45,5.57,5.51,斤,,,2026-08-21
肉禽蛋,禽蛋类,箱鸡蛋,255.0,260.0,257.5,箱,,带蛋托净42斤,2026-08-21
肉禽蛋,禽蛋类,散鸡蛋,6.0,6.0,6.0,斤,,,2026-08-21
肉禽蛋,禽蛋类,生鸭蛋,6.5,7.0,6.75,斤,,,2026-08-21
肉禽蛋,禽蛋类,熟鸭蛋,7.5,8.5,8.0,斤,,,2026-08-21
肉禽蛋,禽蛋类,松花蛋,7.2,8.5,7.85,斤,,,2026-08-21
肉禽蛋,禽蛋类,鹅蛋,15.5,16.0,15.75,斤,,,2026-08-21
肉禽蛋,禽蛋类,鹌鹑蛋,5.5,7.0,6.25,斤,,,2026-08-21
肉禽蛋,禽蛋类,柴鸡蛋,5.57,9.0,7.29,斤,,,2026-08-21
肉禽蛋,禽蛋类,乌鸡蛋,7.2,8.0,7.6,斤,,,2026-08-21
肉禽蛋,禽蛋类,变蛋,0.75,1.0,0.88,个,,,2026-08-21
肉禽蛋,禽蛋类,鸵鸟蛋,65.0,65.0,65.0,个,,,2026-08-21
肉禽蛋,禽蛋类,鸽子蛋,2.4,2.5,2.45,个,,,2026-08-21
肉禽蛋,禽蛋类,活珠子,1.3,1.5,1.4,个,,,2026-08-21
肉禽蛋,禽蛋类,山鸡蛋,1.0,1.0,1.0,个,,,2026-08-21
肉禽蛋,禽蛋类,淘汰鸡,11.5,12.0,11.75,斤,,干净膛,2026-08-20
肉禽蛋,禽蛋类,淘汰鸡,10.5,11.0,10.75,斤,,净膛,2026-08-20
肉禽蛋,禽蛋类,仔鸡,6.5,6.5,6.5,斤,,净膛,2026-08-20
肉禽蛋,禽蛋类,肉鸡,6.5,6.5,6.5,斤,,,2026-08-20
肉禽蛋,禽蛋类,鸡胸,6.5,6.5,6.5,斤,,,2026-08-20
肉禽蛋,禽蛋类,鸡翅,11.0,12.0,11.5,斤,,,2026-08-20
肉禽蛋,禽蛋类,鸡翅尖,7.0,7.5,7.25,斤,,,2026-08-20
肉禽蛋,禽蛋类,鸡翅中,24.0,24.0,24.0,斤,,,2026-08-20
肉禽蛋,禽蛋类,鸡翅根,6.5,6.5,6.5,斤,,,2026-08-20
肉禽蛋,禽蛋类,鸡边腿,5.8,6.0,5.9,斤,,,2026-08-20
肉禽蛋,禽蛋类,鸡排腿,6.5,6.5,6.5,斤,,,2026-08-20
肉禽蛋,禽蛋类,鸡琵琶腿,6.5,6.5,6.5,斤,,,2026-08-20
肉禽蛋,禽蛋类,鸡胗,11.0,13.0,12.0,斤,,,2026-08-20
肉禽蛋,禽蛋类,鸡爪,17.0,17.0,17.0,斤,,,2026-08-20
肉禽蛋,禽蛋类,鸡心,5.0,5.0,5.0,斤,,,2026-08-20
肉禽蛋,禽蛋类,鸡肝,2.5,2.5,2.5,斤,,,2026-08-20
肉禽蛋,禽蛋类,鸡脖子,5.0,5.0,5.0,斤,,去皮,2026-08-20
肉禽蛋,禽蛋类,鸡头,2.5,3.5,3.0,斤,,,2026-08-20
肉禽蛋,禽蛋类,鸡油,5.0,5.0,5.0,斤,,,2026-08-20
肉禽蛋,禽蛋类,鸡架子,3.0,3.5,3.25,斤,,,2026-08-20
肉禽蛋,禽蛋类,白条乌鸡,11.0,11.0,11.0,斤,,净膛,2026-08-20
肉禽蛋,禽蛋类,黑爪公鸡,10.0,11.0,10.5,斤,,净膛,2026-08-20
肉禽蛋,禽蛋类,白条鹅,10.0,11.0,10.5,斤,,净膛,2026-08-20
肉禽蛋,禽蛋类,白条湖鸭,7.0,7.0,7.0,斤,,,2026-08-20
肉禽蛋,禽蛋类,鸭肠,6.5,7.5,7.0,斤,,,2026-08-20
肉禽蛋,禽蛋类,鸭肝,2.5,3.0,2.75,斤,,,2026-08-20
肉禽蛋,禽蛋类,鸭头,12.0,13.0,12.5,斤,,,2026-08-20
肉禽蛋,禽蛋类,鸭心,5.0,5.0,5.0,斤,,,2026-08-20
肉禽蛋,禽蛋类,鸭腿,4.5,5.0,4.75,斤,,,2026-08-20
肉禽蛋,禽蛋类,鸭胗,12.0,14.0,13.0,斤,,,2026-08-20
肉禽蛋,禽蛋类,鸭脖子,7.0,7.5,7.25,斤,,去皮,2026-08-20
肉禽蛋,禽蛋类,白条乳鸽,20.0,23.0,21.5,只,,,2026-08-20
肉禽蛋,禽蛋类,白条兔,14.0,15.0,14.5,斤,,冻,2026-08-20
肉禽蛋,禽蛋类,筐鸡蛋,240.0,245.0,242.5,筐,,净44斤,2026-08-20
肉禽蛋,禽蛋类,筐鸡蛋,5.45,5.57,5.51,斤,,,2026-08-20
肉禽蛋,禽蛋类,箱鸡蛋,255.0,260.0,257.5,箱,,带蛋托净42斤,2026-08-20
肉禽蛋,禽蛋类,散鸡蛋,6.0,6.0,6.0,斤,,,2026-08-20
肉禽蛋,禽蛋类,生鸭蛋,6.5,7.0,6.75,斤,,,2026-08-20
肉禽蛋,禽蛋类,熟鸭蛋,7.5,8.5,8.0,斤,,,2026-08-20
肉禽蛋,禽蛋类,松花蛋,7.2,8.5,7.85,斤,,,2026-08-20
肉禽蛋,禽蛋类,鹅蛋,14.5,15.0,14.75,斤,,,2026-08-20
肉禽蛋,禽蛋类,鹌鹑蛋,5.7,7.0,6.35,斤,,,2026-08-20
肉禽蛋,禽蛋类,柴鸡蛋,5.57,9.0,7.29,斤,,,2026-08-20
肉禽蛋,禽蛋类,乌鸡蛋,7.2,8.0,7.6,斤,,,2026-08-20
肉禽蛋,禽蛋类,变蛋,0.75,1.0,0.88,个,,,2026-08-20
肉禽蛋,禽蛋类,鸵鸟蛋,65.0,65.0,65.0,个,,,2026-08-20
肉禽蛋,禽蛋类,鸽子蛋,2.4,2.5,2.45,个,,,2026-08-20
肉禽蛋,禽蛋类,活珠子,1.3,1.5,1.4,个,,,2026-08-20
肉禽蛋,禽蛋类,山鸡蛋,1.0,1.0,1.0,个,,,2026-08-20
肉禽蛋,禽蛋类,淘汰鸡,11.5,12.0,11.75,斤,,干净膛,2026-08-19
肉禽蛋,禽蛋类,淘汰鸡,10.5,11.0,10.75,斤,,净膛,2026-08-19
肉禽蛋,禽蛋类,仔鸡,6.5,6.5,6.5,斤,,净膛,2026-08-19
肉禽蛋,禽蛋类,肉鸡,6.5,6.5,6.5,斤,,,2026-08-19
肉禽蛋,禽蛋类,鸡胸,6.5,6.5,6.5,斤,,,2026-08-19
肉禽蛋,禽蛋类,鸡翅,11.0,12.0,11.5,斤,,,2026-08-19
肉禽蛋,禽蛋类,鸡翅尖,7.0,7.5,7.25,斤,,,2026-08-19
肉禽蛋,禽蛋类,鸡翅中,24.0,24.0,24.0,斤,,,2026-08-19
肉禽蛋,禽蛋类,鸡翅根,6.5,6.5,6.5,斤,,,2026-08-19
肉禽蛋,禽蛋类,鸡边腿,5.8,6.0,5.9,斤,,,2026-08-19
肉禽蛋,禽蛋类,鸡排腿,6.5,6.5,6.5,斤,,,2026-08-19
肉禽蛋,禽蛋类,鸡琵琶腿,6.5,6.5,6.5,斤,,,2026-08-19
肉禽蛋,禽蛋类,鸡胗,11.0,13.0,12.0,斤,,,2026-08-19
肉禽蛋,禽蛋类,鸡爪,17.0,17.0,17.0,斤,,,2026-08-19
肉禽蛋,禽蛋类,鸡心,5.0,5.0,5.0,斤,,,2026-08-19
肉禽蛋,禽蛋类,鸡肝,2.5,2.5,2.5,斤,,,2026-08-19
肉禽蛋,禽蛋类,鸡脖子,5.0,5.0,5.0,斤,,去皮,2026-08-19
肉禽蛋,禽蛋类,鸡头,2.5,3.5,3.0,斤,,,2026-08-19
肉禽蛋,禽蛋类,鸡油,5.0,5.0,5.0,斤,,,2026-08-19
肉禽蛋,禽蛋类,鸡架子,3.0,3.5,3.25,斤,,,2026-08-19
肉禽蛋,禽蛋类,白条乌鸡,11.0,11.0,11.0,斤,,净膛,2026-08-19
肉禽蛋,禽蛋类,黑爪公鸡,10.0,11.0,10.5,斤,,净膛,2026-08-19
肉禽蛋,禽蛋类,白条鹅,10.0,11.0,10.5,斤,,净膛,2026-08-19
肉禽蛋,禽蛋类,白条湖鸭,7.0,7.0,7.0,斤,,,2026-08-19
肉禽蛋,禽蛋类,鸭肠,6.5,7.5,7.0,斤,,,2026-08-19
肉禽蛋,禽蛋类,鸭肝,2.5,3.0,2.75,斤,,,2026-08-19
肉禽蛋,禽蛋类,鸭头,12.0,13.0,12.5,斤,,,2026-08-19
肉禽蛋,禽蛋类,鸭心,5.0,5.0,5.0,斤,,,2026-08-19
肉禽蛋,禽蛋类,鸭腿,4.5,5.0,4.75,斤,,,2026-08-19
肉禽蛋,禽蛋类,鸭胗,12.0,14.0,13.0,斤,,,2026-08-19
肉禽蛋,禽蛋类,鸭脖子,7.0,7.5,7.25,斤,,去皮,2026-08-19
肉禽蛋,禽蛋类,白条乳鸽,20.0,23.0,21.5,只,,,2026-08-19
